path,id,lon,lat,mc_id,class,color,Continent
mc_-58.17_-19.24_1.3_20230916_0.zarr,mc_-58.17_-19.24_1.3_20230916_0,-58.17,-19.24,mc_-58.17_-19.24_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.17_-22.36_1.3_20230916_0.zarr,mc_-58.17_-22.36_1.3_20230916_0,-58.17,-22.36,mc_-58.17_-22.36_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.17_-22.86_1.3_20230916_0.zarr,mc_-58.17_-22.86_1.3_20230916_0,-58.17,-22.86,mc_-58.17_-22.86_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.17_-23.11_1.3_20230916_0.zarr,mc_-58.17_-23.11_1.3_20230916_0,-58.17,-23.11,mc_-58.17_-23.11_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.17_-23.98_1.3_20230916_0.zarr,mc_-58.17_-23.98_1.3_20230916_0,-58.17,-23.98,mc_-58.17_-23.98_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.17_-24.23_1.3_20230916_0.zarr,mc_-58.17_-24.23_1.3_20230916_0,-58.17,-24.23,mc_-58.17_-24.23_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.17_-24.48_1.3_20230916_0.zarr,mc_-58.17_-24.48_1.3_20230916_0,-58.17,-24.48,mc_-58.17_-24.48_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.17_-28.56_1.3_20230916_0.zarr,mc_-58.17_-28.56_1.3_20230916_0,-58.17,-28.56,mc_-58.17_-28.56_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.18_-24.87_1.3_20230916_0.zarr,mc_-58.18_-24.87_1.3_20230916_0,-58.18,-24.87,mc_-58.18_-24.87_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.20_-27.00_1.3_20230916_0.zarr,mc_-58.20_-27.00_1.3_20230916_0,-58.2,-27.0,mc_-58.20_-27.00_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.21_-28.14_1.3_20230916_0.zarr,mc_-58.21_-28.14_1.3_20230916_0,-58.21,-28.14,mc_-58.21_-28.14_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.23_-27.80_1.3_20230916_0.zarr,mc_-58.23_-27.80_1.3_20230916_0,-58.23,-27.8,mc_-58.23_-27.80_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.24_-26.28_1.3_20230916_0.zarr,mc_-58.24_-26.28_1.3_20230916_0,-58.24,-26.28,mc_-58.24_-26.28_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.25_-24.40_1.3_20230916_0.zarr,mc_-58.25_-24.40_1.3_20230916_0,-58.25,-24.4,mc_-58.25_-24.40_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.26_-18.49_1.3_20230916_0.zarr,mc_-58.26_-18.49_1.3_20230916_0,-58.26,-18.49,mc_-58.26_-18.49_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.26_-26.55_1.3_20230916_0.zarr,mc_-58.26_-26.55_1.3_20230916_0,-58.26,-26.55,mc_-58.26_-26.55_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.26_-27.89_1.3_20230916_0.zarr,mc_-58.26_-27.89_1.3_20230916_0,-58.26,-27.89,mc_-58.26_-27.89_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.27_-18.74_1.3_20230916_0.zarr,mc_-58.27_-18.74_1.3_20230916_0,-58.27,-18.74,mc_-58.27_-18.74_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.28_-23.86_1.3_20230916_0.zarr,mc_-58.28_-23.86_1.3_20230916_0,-58.28,-23.86,mc_-58.28_-23.86_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.29_-18.11_1.3_20230916_0.zarr,mc_-58.29_-18.11_1.3_20230916_0,-58.29,-18.11,mc_-58.29_-18.11_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.29_-18.36_1.3_20230916_0.zarr,mc_-58.29_-18.36_1.3_20230916_0,-58.29,-18.36,mc_-58.29_-18.36_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.29_-19.11_1.3_20230916_0.zarr,mc_-58.29_-19.11_1.3_20230916_0,-58.29,-19.11,mc_-58.29_-19.11_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.29_-22.61_1.3_20230916_0.zarr,mc_-58.29_-22.61_1.3_20230916_0,-58.29,-22.61,mc_-58.29_-22.61_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.29_-23.98_1.3_20230916_0.zarr,mc_-58.29_-23.98_1.3_20230916_0,-58.29,-23.98,mc_-58.29_-23.98_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.29_-24.98_1.3_20230916_0.zarr,mc_-58.29_-24.98_1.3_20230916_0,-58.29,-24.98,mc_-58.29_-24.98_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.29_-25.41_1.3_20230916_0.zarr,mc_-58.29_-25.41_1.3_20230916_0,-58.29,-25.41,mc_-58.29_-25.41_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.29_-25.89_1.3_20230916_0.zarr,mc_-58.29_-25.89_1.3_20230916_0,-58.29,-25.89,mc_-58.29_-25.89_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.29_-26.61_1.3_20230916_0.zarr,mc_-58.29_-26.61_1.3_20230916_0,-58.29,-26.61,mc_-58.29_-26.61_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.29_-27.43_1.3_20230916_0.zarr,mc_-58.29_-27.43_1.3_20230916_0,-58.29,-27.43,mc_-58.29_-27.43_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.29_-27.48_1.3_20230916_0.zarr,mc_-58.29_-27.48_1.3_20230916_0,-58.29,-27.48,mc_-58.29_-27.48_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.30_-28.66_1.3_20230916_0.zarr,mc_-58.30_-28.66_1.3_20230916_0,-58.3,-28.66,mc_-58.30_-28.66_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.32_-24.62_1.3_20230916_0.zarr,mc_-58.32_-24.62_1.3_20230916_0,-58.32,-24.62,mc_-58.32_-24.62_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.34_-25.73_1.3_20230916_0.zarr,mc_-58.34_-25.73_1.3_20230916_0,-58.34,-25.73,mc_-58.34_-25.73_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.34_-27.61_1.3_20230916_0.zarr,mc_-58.34_-27.61_1.3_20230916_0,-58.34,-27.61,mc_-58.34_-27.61_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.34_-28.09_1.3_20230916_0.zarr,mc_-58.34_-28.09_1.3_20230916_0,-58.34,-28.09,mc_-58.34_-28.09_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.36_-25.61_1.3_20230916_0.zarr,mc_-58.36_-25.61_1.3_20230916_0,-58.36,-25.61,mc_-58.36_-25.61_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.37_-28.73_1.3_20230916_0.zarr,mc_-58.37_-28.73_1.3_20230916_0,-58.37,-28.73,mc_-58.37_-28.73_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.38_-17.15_1.3_20230916_0.zarr,mc_-58.38_-17.15_1.3_20230916_0,-58.38,-17.15,mc_-58.38_-17.15_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.38_-24.53_1.3_20230916_0.zarr,mc_-58.38_-24.53_1.3_20230916_0,-58.38,-24.53,mc_-58.38_-24.53_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.38_-25.15_1.3_20230916_0.zarr,mc_-58.38_-25.15_1.3_20230916_0,-58.38,-25.15,mc_-58.38_-25.15_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.38_-25.26_1.3_20230916_0.zarr,mc_-58.38_-25.26_1.3_20230916_0,-58.38,-25.26,mc_-58.38_-25.26_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.38_-28.25_1.3_20230916_0.zarr,mc_-58.38_-28.25_1.3_20230916_0,-58.38,-28.25,mc_-58.38_-28.25_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.40_-18.61_1.3_20230916_0.zarr,mc_-58.40_-18.61_1.3_20230916_0,-58.4,-18.61,mc_-58.40_-18.61_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.40_-24.23_1.3_20230916_0.zarr,mc_-58.40_-24.23_1.3_20230916_0,-58.4,-24.23,mc_-58.40_-24.23_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.41_-23.73_1.3_20230916_0.zarr,mc_-58.41_-23.73_1.3_20230916_0,-58.41,-23.73,mc_-58.41_-23.73_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.42_-15.24_1.3_20230916_0.zarr,mc_-58.42_-15.24_1.3_20230916_0,-58.42,-15.24,mc_-58.42_-15.24_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.42_-17.42_1.3_20230916_0.zarr,mc_-58.42_-17.42_1.3_20230916_0,-58.42,-17.42,mc_-58.42_-17.42_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.42_-17.49_1.3_20230916_0.zarr,mc_-58.42_-17.49_1.3_20230916_0,-58.42,-17.49,mc_-58.42_-17.49_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.42_-18.24_1.3_20230916_0.zarr,mc_-58.42_-18.24_1.3_20230916_0,-58.42,-18.24,mc_-58.42_-18.24_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.42_-18.86_1.3_20230916_0.zarr,mc_-58.42_-18.86_1.3_20230916_0,-58.42,-18.86,mc_-58.42_-18.86_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.42_-18.99_1.3_20230916_0.zarr,mc_-58.42_-18.99_1.3_20230916_0,-58.42,-18.99,mc_-58.42_-18.99_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.42_-24.11_1.3_20230916_0.zarr,mc_-58.42_-24.11_1.3_20230916_0,-58.42,-24.11,mc_-58.42_-24.11_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.42_-26.73_1.3_20230916_0.zarr,mc_-58.42_-26.73_1.3_20230916_0,-58.42,-26.73,mc_-58.42_-26.73_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.42_-27.50_1.3_20230916_0.zarr,mc_-58.42_-27.50_1.3_20230916_0,-58.42,-27.5,mc_-58.42_-27.50_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.46_-16.49_1.3_20230916_0.zarr,mc_-58.46_-16.49_1.3_20230916_0,-58.46,-16.49,mc_-58.46_-16.49_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.46_-26.86_1.3_20230916_0.zarr,mc_-58.46_-26.86_1.3_20230916_0,-58.46,-26.86,mc_-58.46_-26.86_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.47_-26.39_1.3_20230916_0.zarr,mc_-58.47_-26.39_1.3_20230916_0,-58.47,-26.39,mc_-58.47_-26.39_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.47_-26.59_1.3_20230916_0.zarr,mc_-58.47_-26.59_1.3_20230916_0,-58.47,-26.59,mc_-58.47_-26.59_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.47_-26.61_1.3_20230916_0.zarr,mc_-58.47_-26.61_1.3_20230916_0,-58.47,-26.61,mc_-58.47_-26.61_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.47_-26.73_1.3_20230916_0.zarr,mc_-58.47_-26.73_1.3_20230916_0,-58.47,-26.73,mc_-58.47_-26.73_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.48_-25.02_1.3_20230916_0.zarr,mc_-58.48_-25.02_1.3_20230916_0,-58.48,-25.02,mc_-58.48_-25.02_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.48_-27.40_1.3_20230916_0.zarr,mc_-58.48_-27.40_1.3_20230916_0,-58.48,-27.4,mc_-58.48_-27.40_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.49_-25.43_1.3_20230916_0.zarr,mc_-58.49_-25.43_1.3_20230916_0,-58.49,-25.43,mc_-58.49_-25.43_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.49_-27.81_1.3_20230916_0.zarr,mc_-58.49_-27.81_1.3_20230916_0,-58.49,-27.81,mc_-58.49_-27.81_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.51_-26.98_1.3_20230916_0.zarr,mc_-58.51_-26.98_1.3_20230916_0,-58.51,-26.98,mc_-58.51_-26.98_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.52_-17.99_1.3_20230916_0.zarr,mc_-58.52_-17.99_1.3_20230916_0,-58.52,-17.99,mc_-58.52_-17.99_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.52_-24.94_1.3_20230916_0.zarr,mc_-58.52_-24.94_1.3_20230916_0,-58.52,-24.94,mc_-58.52_-24.94_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.53_-24.48_1.3_20230916_0.zarr,mc_-58.53_-24.48_1.3_20230916_0,-58.53,-24.48,mc_-58.53_-24.48_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.53_-27.31_1.3_20230916_0.zarr,mc_-58.53_-27.31_1.3_20230916_0,-58.53,-27.31,mc_-58.53_-27.31_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.54_-15.40_1.3_20230916_0.zarr,mc_-58.54_-15.40_1.3_20230916_0,-58.54,-15.4,mc_-58.54_-15.40_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.54_-17.49_1.3_20230916_0.zarr,mc_-58.54_-17.49_1.3_20230916_0,-58.54,-17.49,mc_-58.54_-17.49_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.54_-17.62_1.3_20230916_0.zarr,mc_-58.54_-17.62_1.3_20230916_0,-58.54,-17.62,mc_-58.54_-17.62_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.54_-18.61_1.3_20230916_0.zarr,mc_-58.54_-18.61_1.3_20230916_0,-58.54,-18.61,mc_-58.54_-18.61_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.54_-19.11_1.3_20230916_0.zarr,mc_-58.54_-19.11_1.3_20230916_0,-58.54,-19.11,mc_-58.54_-19.11_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.54_-22.98_1.3_20230916_0.zarr,mc_-58.54_-22.98_1.3_20230916_0,-58.54,-22.98,mc_-58.54_-22.98_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.54_-23.98_1.3_20230916_0.zarr,mc_-58.54_-23.98_1.3_20230916_0,-58.54,-23.98,mc_-58.54_-23.98_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.54_-24.36_1.3_20230916_0.zarr,mc_-58.54_-24.36_1.3_20230916_0,-58.54,-24.36,mc_-58.54_-24.36_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.54_-25.23_1.3_20230916_0.zarr,mc_-58.54_-25.23_1.3_20230916_0,-58.54,-25.23,mc_-58.54_-25.23_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.54_-26.05_1.3_20230916_0.zarr,mc_-58.54_-26.05_1.3_20230916_0,-58.54,-26.05,mc_-58.54_-26.05_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.54_-26.23_1.3_20230916_0.zarr,mc_-58.54_-26.23_1.3_20230916_0,-58.54,-26.23,mc_-58.54_-26.23_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.54_-28.11_1.3_20230916_0.zarr,mc_-58.54_-28.11_1.3_20230916_0,-58.54,-28.11,mc_-58.54_-28.11_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.55_-24.79_1.3_20230916_0.zarr,mc_-58.55_-24.79_1.3_20230916_0,-58.55,-24.79,mc_-58.55_-24.79_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.55_-25.23_1.3_20230916_0.zarr,mc_-58.55_-25.23_1.3_20230916_0,-58.55,-25.23,mc_-58.55_-25.23_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.56_-16.82_1.3_20230916_0.zarr,mc_-58.56_-16.82_1.3_20230916_0,-58.56,-16.82,mc_-58.56_-16.82_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.56_-24.48_1.3_20230916_0.zarr,mc_-58.56_-24.48_1.3_20230916_0,-58.56,-24.48,mc_-58.56_-24.48_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.56_-26.73_1.3_20230916_0.zarr,mc_-58.56_-26.73_1.3_20230916_0,-58.56,-26.73,mc_-58.56_-26.73_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.56_-27.99_1.3_20230916_0.zarr,mc_-58.56_-27.99_1.3_20230916_0,-58.56,-27.99,mc_-58.56_-27.99_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.58_-27.91_1.3_20230916_0.zarr,mc_-58.58_-27.91_1.3_20230916_0,-58.58,-27.91,mc_-58.58_-27.91_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.58_-28.28_1.3_20230916_0.zarr,mc_-58.58_-28.28_1.3_20230916_0,-58.58,-28.28,mc_-58.58_-28.28_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.59_-25.94_1.3_20230916_0.zarr,mc_-58.59_-25.94_1.3_20230916_0,-58.59,-25.94,mc_-58.59_-25.94_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.60_-27.48_1.3_20230916_0.zarr,mc_-58.60_-27.48_1.3_20230916_0,-58.6,-27.48,mc_-58.60_-27.48_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.61_-28.81_1.3_20230916_0.zarr,mc_-58.61_-28.81_1.3_20230916_0,-58.61,-28.81,mc_-58.61_-28.81_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.64_-25.76_1.3_20230916_0.zarr,mc_-58.64_-25.76_1.3_20230916_0,-58.64,-25.76,mc_-58.64_-25.76_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.66_-16.41_1.3_20230916_0.zarr,mc_-58.66_-16.41_1.3_20230916_0,-58.66,-16.41,mc_-58.66_-16.41_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.66_-25.63_1.3_20230916_0.zarr,mc_-58.66_-25.63_1.3_20230916_0,-58.66,-25.63,mc_-58.66_-25.63_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.67_-14.99_1.3_20230916_0.zarr,mc_-58.67_-14.99_1.3_20230916_0,-58.67,-14.99,mc_-58.67_-14.99_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.67_-16.89_1.3_20230916_0.zarr,mc_-58.67_-16.89_1.3_20230916_0,-58.67,-16.89,mc_-58.67_-16.89_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.67_-17.74_1.3_20230916_0.zarr,mc_-58.67_-17.74_1.3_20230916_0,-58.67,-17.74,mc_-58.67_-17.74_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.67_-17.87_1.3_20230916_0.zarr,mc_-58.67_-17.87_1.3_20230916_0,-58.67,-17.87,mc_-58.67_-17.87_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.67_-18.99_1.3_20230916_0.zarr,mc_-58.67_-18.99_1.3_20230916_0,-58.67,-18.99,mc_-58.67_-18.99_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.67_-19.49_1.3_20230916_0.zarr,mc_-58.67_-19.49_1.3_20230916_0,-58.67,-19.49,mc_-58.67_-19.49_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.67_-22.73_1.3_20230916_0.zarr,mc_-58.67_-22.73_1.3_20230916_0,-58.67,-22.73,mc_-58.67_-22.73_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.67_-24.11_1.3_20230916_0.zarr,mc_-58.67_-24.11_1.3_20230916_0,-58.67,-24.11,mc_-58.67_-24.11_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.67_-24.23_1.3_20230916_0.zarr,mc_-58.67_-24.23_1.3_20230916_0,-58.67,-24.23,mc_-58.67_-24.23_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.67_-24.91_1.3_20230916_0.zarr,mc_-58.67_-24.91_1.3_20230916_0,-58.67,-24.91,mc_-58.67_-24.91_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.67_-25.10_1.3_20230916_0.zarr,mc_-58.67_-25.10_1.3_20230916_0,-58.67,-25.1,mc_-58.67_-25.10_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.67_-25.11_1.3_20230916_0.zarr,mc_-58.67_-25.11_1.3_20230916_0,-58.67,-25.11,mc_-58.67_-25.11_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.67_-25.48_1.3_20230916_0.zarr,mc_-58.67_-25.48_1.3_20230916_0,-58.67,-25.48,mc_-58.67_-25.48_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.67_-26.11_1.3_20230916_0.zarr,mc_-58.67_-26.11_1.3_20230916_0,-58.67,-26.11,mc_-58.67_-26.11_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.67_-27.11_1.3_20230916_0.zarr,mc_-58.67_-27.11_1.3_20230916_0,-58.67,-27.11,mc_-58.67_-27.11_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.68_-16.29_1.3_20230916_0.zarr,mc_-58.68_-16.29_1.3_20230916_0,-58.68,-16.29,mc_-58.68_-16.29_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.70_-25.98_1.3_20230916_0.zarr,mc_-58.70_-25.98_1.3_20230916_0,-58.7,-25.98,mc_-58.70_-25.98_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.72_-26.86_1.3_20230916_0.zarr,mc_-58.72_-26.86_1.3_20230916_0,-58.72,-26.86,mc_-58.72_-26.86_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.73_-15.12_1.3_20230916_0.zarr,mc_-58.73_-15.12_1.3_20230916_0,-58.73,-15.12,mc_-58.73_-15.12_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.76_-24.87_1.3_20230916_0.zarr,mc_-58.76_-24.87_1.3_20230916_0,-58.76,-24.87,mc_-58.76_-24.87_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.77_-18.11_1.3_20230916_0.zarr,mc_-58.77_-18.11_1.3_20230916_0,-58.77,-18.11,mc_-58.77_-18.11_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.77_-24.23_1.3_20230916_0.zarr,mc_-58.77_-24.23_1.3_20230916_0,-58.77,-24.23,mc_-58.77_-24.23_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.77_-28.42_1.3_20230916_0.zarr,mc_-58.77_-28.42_1.3_20230916_0,-58.77,-28.42,mc_-58.77_-28.42_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.78_-17.99_1.3_20230916_0.zarr,mc_-58.78_-17.99_1.3_20230916_0,-58.78,-17.99,mc_-58.78_-17.99_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.78_-18.49_1.3_20230916_0.zarr,mc_-58.78_-18.49_1.3_20230916_0,-58.78,-18.49,mc_-58.78_-18.49_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.78_-21.12_1.3_20230916_0.zarr,mc_-58.78_-21.12_1.3_20230916_0,-58.78,-21.12,mc_-58.78_-21.12_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.78_-23.61_1.3_20230916_0.zarr,mc_-58.78_-23.61_1.3_20230916_0,-58.78,-23.61,mc_-58.78_-23.61_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.78_-27.23_1.3_20230916_0.zarr,mc_-58.78_-27.23_1.3_20230916_0,-58.78,-27.23,mc_-58.78_-27.23_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.79_-16.74_1.3_20230916_0.zarr,mc_-58.79_-16.74_1.3_20230916_0,-58.79,-16.74,mc_-58.79_-16.74_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.79_-17.24_1.3_20230916_0.zarr,mc_-58.79_-17.24_1.3_20230916_0,-58.79,-17.24,mc_-58.79_-17.24_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.79_-18.36_1.3_20230916_0.zarr,mc_-58.79_-18.36_1.3_20230916_0,-58.79,-18.36,mc_-58.79_-18.36_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.79_-18.74_1.3_20230916_0.zarr,mc_-58.79_-18.74_1.3_20230916_0,-58.79,-18.74,mc_-58.79_-18.74_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.79_-19.36_1.3_20230916_0.zarr,mc_-58.79_-19.36_1.3_20230916_0,-58.79,-19.36,mc_-58.79_-19.36_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.79_-19.49_1.3_20230916_0.zarr,mc_-58.79_-19.49_1.3_20230916_0,-58.79,-19.49,mc_-58.79_-19.49_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.79_-19.61_1.3_20230916_0.zarr,mc_-58.79_-19.61_1.3_20230916_0,-58.79,-19.61,mc_-58.79_-19.61_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.79_-23.98_1.3_20230916_0.zarr,mc_-58.79_-23.98_1.3_20230916_0,-58.79,-23.98,mc_-58.79_-23.98_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.79_-24.36_1.3_20230916_0.zarr,mc_-58.79_-24.36_1.3_20230916_0,-58.79,-24.36,mc_-58.79_-24.36_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.79_-25.36_1.3_20230916_0.zarr,mc_-58.79_-25.36_1.3_20230916_0,-58.79,-25.36,mc_-58.79_-25.36_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.79_-25.73_1.3_20230916_0.zarr,mc_-58.79_-25.73_1.3_20230916_0,-58.79,-25.73,mc_-58.79_-25.73_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.79_-26.98_1.3_20230916_0.zarr,mc_-58.79_-26.98_1.3_20230916_0,-58.79,-26.98,mc_-58.79_-26.98_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.79_-27.36_1.3_20230916_0.zarr,mc_-58.79_-27.36_1.3_20230916_0,-58.79,-27.36,mc_-58.79_-27.36_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.86_-25.48_1.3_20230916_0.zarr,mc_-58.86_-25.48_1.3_20230916_0,-58.86,-25.48,mc_-58.86_-25.48_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.88_-16.63_1.3_20230916_0.zarr,mc_-58.88_-16.63_1.3_20230916_0,-58.88,-16.63,mc_-58.88_-16.63_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.88_-26.13_1.3_20230916_0.zarr,mc_-58.88_-26.13_1.3_20230916_0,-58.88,-26.13,mc_-58.88_-26.13_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.88_-26.37_1.3_20230916_0.zarr,mc_-58.88_-26.37_1.3_20230916_0,-58.88,-26.37,mc_-58.88_-26.37_1.3_20230916_0,broadtree,#9e9e9e,South America
mc_-58.88_-28.11_1.3_20230916_0.zarr,mc_-58.88_-28.11_1.3_20230916_0,-58.88,-28.11,mc_-58.88_-28.11_1.3_20230916_0,broadtree,#9e9e9e,South America
